Site,Depth,Record,Date,Time,Licor sensor,Unit measurement,PPFFR
Lucero,40m,30,20/08/2024,22:16.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,111.82
Lucero,40m,31,20/08/2024,22:21.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,112.22
Lucero,40m,32,20/08/2024,22:26.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,113.78
Lucero,40m,33,20/08/2024,22:31.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,113.72
Lucero,40m,34,20/08/2024,22:36.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,113.37
Lucero,40m,35,20/08/2024,22:41.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,113.95
Lucero,40m,36,20/08/2024,22:46.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,114
Lucero,40m,37,20/08/2024,22:51.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,115.65
Lucero,50m,0,20/08/2024,15:32.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,59.881
Lucero,50m,1,20/08/2024,15:37.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,57.311
Lucero,50m,2,20/08/2024,15:42.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,56.827
Lucero,50m,3,20/08/2024,15:47.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,56.368
Lucero,50m,4,20/08/2024,15:52.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,55.561
Lucero,50m,5,20/08/2024,15:57.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,54.924
Lucero,50m,6,20/08/2024,16:02.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,54.169
Lucero,50m,7,20/08/2024,16:07.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,53.756
Lucero,50m,8,20/08/2024,16:12.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,53.53
Lucero,50m,9,20/08/2024,16:17.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,53.108
Lucero,50m,10,20/08/2024,16:22.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,53.34
Lucero,50m,11,20/08/2024,16:27.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,53.545
Lucero,50m,12,20/08/2024,16:32.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,54.12
Lucero,50m,13,20/08/2024,16:37.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,53.164
Lucero,50m,14,20/08/2024,16:42.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,52.159
Lucero,50m,15,20/08/2024,16:47.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,51.256
Lucero,50m,16,20/08/2024,16:52.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,51.166
Lucero,50m,17,20/08/2024,16:57.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,50.501
Lucero,50m,18,20/08/2024,17:02.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,50.088
Lucero,50m,19,20/08/2024,17:07.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,49.548
Lucero,50m,20,20/08/2024,17:12.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,49.078
Lucero,50m,21,20/08/2024,17:17.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,48.525
Lucero,50m,22,20/08/2024,17:22.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,48.671
Lucero,50m,23,20/08/2024,17:27.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,48.525
Lucero,50m,24,20/08/2024,17:32.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,48.819
Lucero,50m,25,20/08/2024,17:37.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,48.336
Lucero,50m,26,20/08/2024,17:42.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,49.018
Lucero,50m,27,20/08/2024,17:47.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,49.332
Lucero,50m,28,20/08/2024,17:52.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,49.829
Lucero,50m,29,20/08/2024,17:57.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,50.105
Lucero,50m,30,20/08/2024,18:02.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,50.308
Lucero,50m,31,20/08/2024,18:07.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,51.479
Lucero,50m,32,20/08/2024,18:12.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,52.454
Lucero,50m,33,20/08/2024,18:17.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,53.439
Lucero,50m,34,20/08/2024,18:22.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,54.537
Lucero,50m,35,20/08/2024,18:27.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,55.21
Lucero,50m,36,20/08/2024,18:32.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,55.922
Lucero,50m,37,20/08/2024,18:37.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,56.445
Lucero,50m,38,20/08/2024,18:42.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,57.365
Lucero,50m,39,20/08/2024,18:47.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,57.674
Silaki,10m,0,20/08/2024,57:59.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,922.41
Silaki,10m,1,20/08/2024,58:04.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,783.1
Silaki,10m,2,20/08/2024,58:09.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,667.44
Silaki,10m,3,20/08/2024,58:14.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,809.14
Silaki,10m,4,20/08/2024,58:19.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,664.48
Silaki,10m,5,20/08/2024,58:24.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,734.04
Silaki,10m,6,20/08/2024,58:29.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,588.93
Silaki,10m,7,20/08/2024,58:34.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,723.48
Silaki,10m,8,20/08/2024,58:39.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,710.67
Silaki,10m,9,20/08/2024,58:44.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,767.6
Silaki,10m,10,20/08/2024,58:49.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,721.03
Silaki,10m,11,20/08/2024,58:54.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,854.57
Silaki,10m,12,20/08/2024,58:59.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,811.14
Silaki,10m,13,20/08/2024,59:04.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,833.82
Silaki,10m,14,20/08/2024,59:09.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,826.9
Silaki,10m,15,20/08/2024,59:14.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,831.4
Silaki,10m,16,20/08/2024,59:19.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,801.44
Silaki,10m,17,20/08/2024,59:24.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,909.85
Silaki,10m,18,20/08/2024,59:29.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,827.44
Silaki,10m,19,20/08/2024,59:34.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,945.63
Silaki,10m,20,20/08/2024,59:39.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,757.37
Silaki,10m,21,20/08/2024,59:44.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,792.7
Silaki,10m,22,20/08/2024,59:49.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,802.89
Silaki,10m,23,20/08/2024,59:54.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,770.46
Silaki,10m,24,20/08/2024,59:59.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,933.8
Silaki,10m,25,20/08/2024,00:04.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,799.31
Silaki,10m,26,20/08/2024,00:09.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,832.24
Silaki,10m,27,20/08/2024,00:14.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,969.22
Silaki,10m,28,20/08/2024,00:19.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,811.89
Silaki,10m,29,20/08/2024,00:24.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,853.21
Silaki,10m,30,20/08/2024,00:29.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,748.09
Silaki,10m,31,20/08/2024,00:34.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,834.06
Silaki,10m,32,20/08/2024,00:39.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,854.3
Silaki,10m,33,20/08/2024,00:44.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,697.15
Silaki,10m,34,20/08/2024,00:49.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,687.96
Silaki,10m,35,20/08/2024,00:54.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,719.25
Silaki,10m,36,20/08/2024,00:59.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,588.93
Silaki,10m,37,20/08/2024,01:04.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,638.06
Silaki,20m,0,20/08/2024,54:09.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,351.24
Silaki,20m,1,20/08/2024,54:14.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,390.51
Silaki,20m,2,20/08/2024,54:19.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,418.46
Silaki,20m,3,20/08/2024,54:24.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,462.31
Silaki,20m,4,20/08/2024,54:29.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,470.6
Silaki,20m,5,20/08/2024,54:34.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,489.22
Silaki,20m,6,20/08/2024,54:39.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,532.61
Silaki,20m,7,20/08/2024,54:44.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,445.95
Silaki,20m,8,20/08/2024,54:49.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,444.79
Silaki,20m,9,20/08/2024,54:54.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,423.81
Silaki,20m,10,20/08/2024,54:59.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,463.91
Silaki,20m,11,20/08/2024,55:04.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,432.09
Silaki,20m,12,20/08/2024,55:09.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,435.75
Silaki,20m,13,20/08/2024,55:14.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,508.74
Silaki,20m,14,20/08/2024,55:19.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,466.04
Silaki,20m,15,20/08/2024,55:24.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,445.13
Silaki,20m,16,20/08/2024,55:29.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,473.74
Silaki,20m,17,20/08/2024,55:34.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,472.13
Silaki,20m,18,20/08/2024,55:39.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,469.6
Silaki,20m,19,20/08/2024,55:44.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,481.32
Silaki,20m,20,20/08/2024,55:49.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,479.52
Silaki,20m,21,20/08/2024,55:54.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,470.77
Silaki,20m,22,20/08/2024,55:59.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,458.24
Silaki,20m,23,20/08/2024,56:04.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,461.01
Silaki,20m,24,20/08/2024,56:09.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,505.2
Silaki,20m,25,20/08/2024,56:14.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,483.92
Silaki,20m,26,20/08/2024,56:19.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,491.62
Silaki,20m,27,20/08/2024,56:24.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,481.6
Silaki,20m,28,20/08/2024,56:29.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,454.83
Silaki,20m,29,20/08/2024,56:34.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,440.33
Silaki,20m,30,20/08/2024,56:39.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,455.43
Silaki,20m,31,20/08/2024,56:44.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,438
Silaki,20m,32,20/08/2024,56:49.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,432.95
Silaki,20m,33,20/08/2024,56:54.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,418.35
Silaki,20m,34,20/08/2024,56:59.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,467.44
Silaki,20m,35,20/08/2024,57:04.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,435.67
Silaki,20m,36,20/08/2024,57:09.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,413.94
Silaki,20m,37,20/08/2024,57:14.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,386
Silaki,20m,38,20/08/2024,57:19.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,448.38
Silaki,20m,39,20/08/2024,57:24.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,439.96
Silaki,30m,0,20/08/2024,50:12.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,237.59
Silaki,30m,1,20/08/2024,50:17.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,231.39
Silaki,30m,2,20/08/2024,50:22.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,213.73
Silaki,30m,3,20/08/2024,50:27.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,218.27
Silaki,30m,4,20/08/2024,50:32.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,208.61
Silaki,30m,5,20/08/2024,50:37.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,202.02
Silaki,30m,6,20/08/2024,50:42.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,192.19
Silaki,30m,7,20/08/2024,50:47.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,198.93
Silaki,30m,8,20/08/2024,50:52.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,203.51
Silaki,30m,9,20/08/2024,50:57.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,206.26
Silaki,30m,10,20/08/2024,51:02.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,202.86
Silaki,30m,11,20/08/2024,51:07.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,208.73
Silaki,30m,12,20/08/2024,51:12.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,192.4
Silaki,30m,13,20/08/2024,51:17.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,208.51
Silaki,30m,14,20/08/2024,51:22.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,202.74
Silaki,30m,15,20/08/2024,51:27.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,200.34
Silaki,30m,16,20/08/2024,51:32.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,203.55
Silaki,30m,17,20/08/2024,51:37.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,204.68
Silaki,30m,18,20/08/2024,51:42.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,199.73
Silaki,30m,19,20/08/2024,51:47.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,195.25
Silaki,30m,20,20/08/2024,51:52.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,197.07
Silaki,30m,21,20/08/2024,51:57.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,183.48
Silaki,30m,22,20/08/2024,52:02.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,173.36
Silaki,30m,23,20/08/2024,52:07.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,187.83
Silaki,30m,24,20/08/2024,52:12.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,182.69
Silaki,30m,25,20/08/2024,52:17.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,180.1
Silaki,30m,26,20/08/2024,52:22.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,174.62
Silaki,30m,27,20/08/2024,52:27.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,173.54
Silaki,30m,28,20/08/2024,52:32.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,166.63
Silaki,30m,29,20/08/2024,52:37.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,161.62
